article_id,published,title,url,feed_label,Sectors,cl_Sector,top_sector
db83b0fb,2018-05-30,EBRD to Finance Armenian Healthcare Reform,https://emerging-europe.com/in-brief/ebrd-to-finance-armenian-healthcare-reform/,NEWS EBRD - All streams,Education and Health,education and health,education and health
b979d1c5,2018-03-17,ADB to support implementation of projects within public-private partnership in Azerbaijan (Exclusive),http://menafn.com/1096606535/ADB-to-support-implementation-of-projects-within-publicprivate-partnership-in-Azerbaijan-Exclusive,NEWS ADB - All Streams,Industry and Trade,industry and trade,industry and trade
667c620f,2018-06-04,Search EBRD portfolio in Azerbaijan expands,https://news.az/articles/economy/131598,NEWS EBRD - All streams,Industry and Trade,industry and trade,industry and trade
85f28676,2018-04-09,EBRD increases its portfolio in Azerbaijan,https://en.trend.az/business/economy/2884342.html,NEWS EBRD - All streams,Industry and Trade,industry and trade,industry and trade
4fe6b679,2018-01-24,2017: A bad year for major South Asian infrastructure projects,https://www.dhakatribune.com/world/south-asia/2018/01/25/2017-bad-year-major-south-asian-infrastructure-projects/,NEWS ADB - All Streams,Infrastructure,infrastructure,infrastructure
4b6435f4,2018-02-28,ADB raises Bangladesh aid package to $8 bln,https://www.reuters.com/article/bangladesh-adb-assistance/adb-raises-bangladesh-aid-package-to-8-bln-idUSL4N1QI4R2,NEWS ADB - All Streams,"Infrastructure, Finance","infrastructure, finance",infrastructure
beee2d08,2018-02-22,ADB funds Bangladesh rail improvements,http://www.publicfinanceinternational.org/news/2018/02/adb-funds-bangladesh-rail-improvements,NEWS ADB - All Streams,transport,transport,transport
4ffb27bc,2018-02-21,ADB Provides $360 Million for Rolling Stock to Boost Bangladesh Railway,http://moderndiplomacy.eu/2018/02/21/adb-provides-360-million-rolling-stock-boost-bangladesh-railway/,NEWS ADB - All Streams,transport,transport,transport
3bb1ae7f,2018-02-21,ADB APPROVES US$360 MLN LOAN TO IMPROVE BANGLADESH RAILWAY,http://www.menafn.com/1096491040/ADB-APPROVES-US360-MLN-LOAN-TO-IMPROVE-BANGLADESH-RAILWAY,NEWS ADB - All Streams,transport,transport,transport
c3c41427,2018-04-03,EBRD provides â‚¬5 million for energy efficiency in Bosnia,https://www.finchannel.com/business/72647-ebrd-provides-5-million-for-energy-efficiency-in-bosnia,NEWS EBRD - All streams,Energy,energy,energy
505a9a9f,2018-05-17,New EBRD financing to Bulgaria's ProCredit Bank,https://www.finchannel.com/business/banksandservices/73533-new-ebrd-financing-to-bulgaria-s-procredit-bank,NEWS EBRD - All streams,Finance,finance,finance
dc656183,2018-06-04,Riding the Rails: Phnom Penh's Airport Train Is a Milestone for Cambodia,http://time.com/5267530/cambodia-airport-railway-milestone-phnom-penh/,NEWS ADB - All Streams,transport,transport,transport
ad73fecf,2018-01-18,AFDB approves third $500 mln tranche in support for Egypt's reform program,http://www.egyptindependent.com/afdb-approves-third-500-mln-tranche-in-support-for-egypts-reform-program/,NEWS AFDB- All Streams,Finance,finance,finance
8fecc089,2018-01-22,EBRD provides Cairo Amman Bank with 20 million loan to boost small businesses in Jordan,http://petra.gov.jo/Public_News/Nws_NewsDetails.aspx?Site_Id=1&lang=2&NewsID=337258&CatID=-1,NEWS EBRD - All streams,Finance,finance,finance
ce98376b,2018-06-06,AfDB approves USD 15 mn loan for better access to mortgage financing in Ghana,https://www.devdiscourse.com/Article/21945-afdb-approves-usd-15-mn-loan-for-better-access-to-mortgage-financing-in-ghana,NEWS AFDB- All Streams,Finance,finance,finance
e2ff1461,2018-03-13,Health bond worth 317 mln zlotys issued by EBRD,https://www.devdiscourse.com/Article/1417-health-bond-worth-317-mln-zlotys-issued-by-ebrd,NEWS EBRD - All streams,Education and Health,education and health,education and health
1eb2afc2,2018-03-20,ADB unveils new vocational training project,http://www.khmertimeskh.com/50115184/adb-unveils-new-vocational-training-project/,NEWS ADB - All Streams,Education and Health,education and health,education and health
5283d1e,2018-03-10,"Asian Development Bank, International Solar Alliance sign pact to promote solar energy",https://energy.economictimes.indiatimes.com/news/renewable/asian-development-bank-international-solar-alliance-sign-pact-to-promote-solar-energy/63244828,NEWS ADB - All Streams,Energy,energy,energy
a279c94c,2018-01-23,CPPIB acquires 6.3% stake in India's ReNew Power for US$144 million,http://www.asiaasset.com/news/CPPIB_ReNew_Power_2301.aspx,NEWS ADB - All Streams,Energy,energy,energy
c0a2c36b,2018-01-31,India and ADB sign USD 250 million loan to improve rural connectivity in five states,https://www.jagranjosh.com/current-affairs/india-and-adb-sign-usd-250-million-loan-to-improve-rural-connectivity-in-five-states-1517382028-1,NEWS ADB - All Streams,Communications,communications,communications
d4aee3da,2018-05-05,"India asks ADB to invest in fintech, health startups",https://www.theweek.in/news/biz-tech/2018/05/05/india-asks-adb-to-invest-in-fintech-health-startups.html,NEWS ADB - All Streams,Communications,communications,communications
e53bfc00,2018-04-05,Telangana seeks ADB funding for infra projects,http://www.thehindu.com/news/cities/Hyderabad/telangana-seeks-adb-funding-for-infra-projects/article23447340.ece,NEWS ADB - All Streams,Infrastructure,infrastructure,infrastructure
7e9ab7b4,2018-06-05,JK fails to avail ADB offer of Rs 4000 Cr loan,http://www.thenorthlines.com/jk-fails-to-avail-adb-offer-of-rs-4000-cr-loan/,NEWS ADB - All Streams,Infrastructure,infrastructure,infrastructure
85a530b9,2018-02-27,AIIB approves $1.5 billion of loans to India for infrastructure projects,http://www.dnaindia.com/business/report-aiib-approves-15-billion-of-loans-to-india-for-infrastructure-projects-2589066,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
dfef62fb,2018-02-27,AIIB approves $1.5 billion in loans to India for infrastructure projects,https://in.reuters.com/article/aiib-india-investment/aiib-approves-1-5-billion-in-loans-to-india-for-infrastructure-projects-idINKCN1GB0X9,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
85be1530,2018-02-27,AIIB approves infra loans worth $1.5 billion to India,http://www.financialexpress.com/economy/aiib-approves-infra-loans-worth-1-5-billion-to-india/1082353/,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
4efe222b,2018-02-27,UPDATE 1-AIIB approves $1.5 bln in loans to India for infrastructure projects,https://www.reuters.com/article/aiib-india-investment/update-1-aiib-approves-15-bln-in-loans-to-india-for-infrastructure-projects-idUSL4N1QH3SF,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
bf063837,2018-02-27,UPDATE 1-AIIB approves $1.5 bln in loans to India for infrastructure projects,https://af.reuters.com/article/energyOilNews/idAFL4N1QH3SF,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
db198a24,2018-02-27,AIIB approves $1.5bn in loans to India for infrastructure projects,https://www.dawn.com/news/1392209/aiib-approves-15bn-in-loans-to-india-for-infrastructure-projects,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
592bc369,2018-03-01,AIIB approves USD 1.5 billion in loans to India for infrastructure projects in 2018,https://steelguru.com/infra/aiib-approves-usd-1-5-billion-in-loans-to-india-for-infrastructure-projects-in-2018/503536,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
d7c2e69d,2018-02-27,AIIB approves $1.5 bln of loans to India for infrastructure projects,https://www.reuters.com/article/aiib-india-investment/aiib-approves-15-bln-of-loans-to-india-for-infrastructure-projects-idUSD8N1QA002,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
81e70e90,2018-02-27,AIIB approves $1.5 billion of loans to India for infrastructure projects,http://www.business-standard.com/article/reuters/aiib-approves-1-5-billion-of-loans-to-india-for-infrastructure-projects-118022700522_1.html,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
e00065aa,2018-02-27,AIIB approves $1.5 billion in loans to India,http://www.theweek.in/news/biz-tech/2018/02/27/aiib-approves-1-5-billion-in-loans-to-india-infrastructure.html,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
5715a9ce,2018-02-27,AIIB approves $1.5 billion of loans to India for infrastructure projects,http://www.livemint.com/Industry/w9icp6SUtAYE9LUgcHUeiP/AIIB-approves-15-billion-of-loans-to-India-for-infrastruct.html,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
61d52a78,2018-02-27,AIIB approves $1.5b in loans to India for infrastructure projects,https://www.dealstreetasia.com/stories/aiib-approves-loans-india-infrastructure-93255/,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
ef30e4c,2018-02-27,AIIB approves $1.5bn in loans to India for infrastructure projects,https://www.dawn.com/news/1392209/aiib-approves-15bn-in-loans-to-india-for-infrastructure-projects,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
641b7d6b,2018-03-01,AIIB approves USD 1.5 billion in loans to India for infrastructure projects in 2018,https://steelguru.com/auto/aiib-approves-usd-1-5-billion-in-loans-to-india-for-infrastructure-projects-in-2018/503536?type=infra,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
8a09b472,2018-02-27,AIIB approves infra loans worth $1.5 billion to India,http://www.financialexpress.com/economy/aiib-approves-infra-loans-worth-1-5-billion-to-india/1082353/,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
8a78225,2018-02-27,AIIB approves $1.5 billion in loans to India for infrastructure projects,https://in.reuters.com/article/aiib-india-investment/aiib-approves-15-billion-in-loans-to-india-for-infrastructure-projects-idINKCN1GB0X9,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
db32763c,2018-02-27,AIIB approves $1.5-bn in loans to India for infrastructure projects,http://www.business-standard.com/article/economy-policy/aiib-approves-1-5-bn-in-loans-to-india-for-infrastructure-projects-118022700522_1.html,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
7ef4c6b4,2018-02-27,AIIB approves $1.5bn in loans to India for infrastructure projects,https://www.dawn.com/news/1392209,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
20ec5b6a,2018-02-27,AIIB approves $1.5-bn in loans to India for infrastructure projects,http://www.business-standard.com/article/economy-policy/aiib-approves-1-5-bn-in-loans-to-india-for-infrastructure-projects-118022700522_1.html,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
b85b4f59,2018-02-27,AIIB approves $1.5 billion in loans to India for infrastructure projects,https://in.reuters.com/article/aiib-india-investment/aiib-approves-1-5-billion-in-loans-to-india-for-infrastructure-projects-idINKCN1GB0X9,NEWS AIIB - All Streams,Infrastructure,infrastructure,infrastructure
7af6ae68,2018-05-03,Additional ADB loan for Himachal tourism projects,http://www.business-standard.com/article/news-ians/additional-adb-loan-for-himachal-tourism-projects-118050301078_1.html,NEWS ADB - All Streams,Industry and Trade,industry and trade,industry and trade
185416ad,2018-02-01,"India, ADB sign USD 250 million loan agreement for rural roads - Ministry",https://steelguru.com/auto/india-adb-sign-usd-250-million-loan-agreement-for-rural-roads-ministry/501261?type=infra,NEWS ADB - All Streams,Transport,transport,transport
2c5eb76c,2018-01-09,"$180m agreement signed for roads, water and poverty",http://www.khmertimeskh.com/50100851/180m-agreement-signed-roads-water-poverty/,NEWS ADB - All Streams,"Transport, Water and Sanitation","transport, water and sanitation",transport
f24ee68,2018-03-16,"Centre, ADB ink $120mn loan agreement to improve rail infrastructure",http://www.business-standard.com/article/news-ani/centre-adb-ink-120mn-loan-agreement-to-improve-rail-infrastructure-118031700126_1.html,NEWS ADB - All Streams,transport,transport,transport
ee5530a3,2018-02-27,AIIB approves $1.5 bln of loans to India for infrastructure projects,https://www.reuters.com/article/aiib-india-investment/aiib-approves-1-5-bln-of-loans-to-india-for-infrastructure-projects-idUSD8N1QA002,NEWS AIIB - All Streams,transport,transport,transport
872d8f9e,2018-03-17,ADB to lend $120 mn for improving Indian rail infrastructure,http://www.smetimes.in/smetimes/news/industry/2018/Mar/17/adb-to-lend-120-mn-for-improving-indian-rail36983.html,NEWS ADB - All Streams,"transport, Industry and Trade","transport, industry and trade",transport
44fcbdb7,2018-06-01,ADB agrees $375m loan for Madhya Pradesh irrigation project,https://www.txfnews.com/Ticker/Redirect/84616fcd-23d5-4964-8f72-a13f333eef2c?ShowSmallPage=True,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
9309ba84,2018-02-06,Move on to ensure 24X7 water supply,http://www.thehindu.com/news/cities/Thiruvananthapuram/move-on-to-ensure-24x7-water-supply/article22670312.ece,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
4e3e12be,2018-02-24,"Union Government, ADB sign $ 84 million loan for expansion of water supply in Bihar",https://www.jagranjosh.com/current-affairs/union-government-adb-sign-84-million-loan-for-expansion-of-water-supply-in-bihar-1519460467-1,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
c52b499b,2018-05-31,ADB approves loan to improve Madhya Pradesh's irrigation system,http://www.business-standard.com/article/news-ians/adb-approves-loan-to-improve-madhya-pradesh-s-irrigation-system-118053100916_1.html,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
44afb913,2018-02-23,ADB to give $84 mn loan for water projects in Bihar,https://www.indiatoday.in/pti-feed/story/adb-to-give-84-mn-loan-for-water-projects-in-bihar-1176007-2018-02-23,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
eb96cf04,2018-05-31,ADB approves loan to improve Madhya Pradesh's irrigation system,https://www.thequint.com/hotwire-text/adb-approves-loan-to-improve-madhya-pradesh-s-irrigation-system,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
4e6932a3,2018-02-23,ADB to give $84 mn loan for water projects in Bihar,http://www.tribuneindia.com/news/nation/adb-to-give-84-mn-loan-for-water-projects-in-bihar/548471.html,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
a6eac190,2018-02-23,Asian Development Bank to give $84 mn loan for water projects in Bihar,http://www.dnaindia.com/business/report-asian-development-bank-to-give-84-mn-loan-for-water-projects-in-bihar-2587835,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
f7efd068,2018-02-26,The ADB signs $84bn water improvements loan agreement with India,http://www.publicfinanceinternational.org/news/2018/02/adb-signs-84bn-water-improvements-loan-agreement-india,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
5ebbe86,2018-02-02,Sewage network issue rocks council meeting,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/sewage-network-issue-rocks-council-meeting/article22616515.ece,NEWS ADB - All Streams,"Water and Sanitation, Climate","water and sanitation, climate",water and sanitation
e66fab25,2018-01-04,African Development Bank Board approves third sovereign lending instrument,https://www.newkerala.com/news/fullnews-311067.html,NEWS AFDB- All Streams,Finance,finance,finance
136abf60,2018-05-24,ADB finances Vena's 42MW of large-scale solar projects in Indonesia,https://www.pv-tech.org/news/adb-finances-venas-42mw-of-large-scale-solar-projects-in-indonesia,NEWS ADB - All Streams,Energy,energy,energy
c22150c0,2018-05-21,Asian Development on developing Indonesia's geothermal power potential,http://www.thinkgeoenergy.com/asian-development-on-developing-indonesias-geothermal-power-potential/,NEWS ADB - All Streams,Energy,energy,energy
64dcdae9,2018-03-26,ADB commits US$175.3 million in geothermal energy development in Western Indonesia,https://www.opengovasia.com/articles/adb-commits-us-175-3-million-in-geothermal-energy-development-in-western-indonesia,NEWS ADB - All Streams,Energy,energy,energy
253aceb9,2018-05-27,ADB finances first ever utility-scale solar PV plant in Indonesia,https://esg.theasset.com/ESG/34552/adb-finances-first-ever-utility-scale-solar-pv-plant-in-indonesia,NEWS ADB - All Streams,Energy,energy,energy
ed532d6f,2018-05-23,ADB Finances First Ever Utility-Scale Solar PV Plants in Indonesia in $160 Million Renewables Deal,http://feedproxy.google.com/~r/adb_news/~3/D5wABhGD36c/adb-finances-first-ever-utility-scale-solar-pv-plants-indonesia-160-million-renewables-deal,NEWS ADB - All Streams,Energy,energy,energy
484f9b09,2018-05-24,ADB providing funds for 42 MW of utility-scale solar in Indonesia,https://renewablesnow.com/news/adb-providing-funds-for-42-mw-of-utility-scale-solar-in-indonesia-613776/,NEWS ADB - All Streams,Energy,energy,energy
c053329b,2018-05-24,ADB to Finance Solar Projects Worth $40 Million in Indonesia,https://mercomindia.com/adb-finance-solar-projects-indonesia/,NEWS ADB - All Streams,Energy,energy,energy
d6de9db6,2018-02-13,EBRD may finance Astana gasification project,https://www.azernews.az/region/127099.html,NEWS EBRD - All streams,Energy,energy,energy
b9ade12b,2018-05-01,"ADB Signs Agreements to Help Kiribati, Nauru Access High-Speed Internet",http://feedproxy.google.com/~r/adb_news/~3/80Sz1pa4AFg/adb-signs-agreements-help-kiribati-nauru-access-high-speed-internet,NEWS ADB - All Streams,Communications,communications,communications
2ee1b4f,2018-05-02,ADB to help Kiribati and Nauru to get high speed internet,https://www.devdiscourse.com/Article/5951-adb-to-help-kiribati-and-nauru-to-get-high-speed-internet/Pacific,NEWS ADB - All Streams,Communications,communications,communications
b254177c,2018-02-01,"ADB partners with Kyrgyzstan to secure water resources, combat climate change",https://akipress.com/news:601790,NEWS ADB - All Streams,"Water and Sanitation, Climate","water and sanitation, climate",water and sanitation
59c5bd60,2018-01-11,Prez. Sirleaf Dedicates US$8M Water Treatment Plant,https://www.liberianobserver.com/news/prez-sirleaf-dedicates-us8m-water-treatment-plant/,NEWS AFDB- All Streams,Energy,energy,energy
b3cfbed5,2018-01-22,USD 126 million project to develop Thilafushi,https://english.sun.mv/47036,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
20a0d26,2018-04-01,"ADB, World Bank Support High-Speed Internet for Micronesia",http://feedproxy.google.com/~r/adb_news/~3/ThyOXbidAZ8/adb-world-bank-support-high-speed-internet-micronesia,NEWS ADB - All Streams,Communications,communications,communications
12cd71cd,2018-04-04,ADB agrees $207m deal with Mongolia,http://www.publicfinanceinternational.org/news/2018/04/adb-agrees-207m-deal-mongolia,NEWS ADB - All Streams,0,MISC,MISC
4b5c91e0,2018-04-04,"Asian Development Bank Finances Mongolia To Improve Air Quality, Education",https://www.urdupoint.com/en/education/asian-development-bank-finances-mongolia-to-i-304395.html,NEWS ADB - All Streams,Education and Health,education and health,education and health
93cad317,2018-05-09,EBRD approves $31.6m loan for solar plant in Mongolia,http://solar.energy-business-review.com/news/ebrd-approves-316m-loan-for-solar-plant-in-mongolia-6145398,NEWS EBRD - All streams,Energy,energy,energy
27b90da8,2018-03-27,ADB approves 130 mln USD loan to improve air quality in Ulan Bator,http://www.xinhuanet.com/english/2018-03/28/c_137070059.htm,NEWS ADB - All Streams,Education and Health,education and health,education and health
467233d8,2018-04-04,"Mongolia: ADB Projects $207 Million to Improve Air Quality, Education and Inclusiveness",https://moderndiplomacy.eu/2018/04/04/mongolia-adb-projects-207-million-to-improve-air-quality-education-and-inclusiveness/,NEWS ADB - All Streams,Education and Health,education and health,education and health
22cd88d8,2018-03-26,ADB to provide Mongolia $130 million loan to help improve public health,https://akipress.com/news:604038/,NEWS ADB - All Streams,Education and Health,education and health,education and health
8c19ae6d,2018-05-08,EBRD finances largest solar power plant in Mongolia,https://www.txfnews.com/Ticker/Redirect/fafc0b19-ee7f-4c92-8ca0-b4a7857b0c6d?ShowSmallPage=True,NEWS EBRD - All streams,Energy,energy,energy
128e8ea1,2018-02-27,EBRD gives 20-mln-euro loan to Turkish-run Port of Bar in Montenegro,http://www.hurriyetdailynews.com/euro-bank-gives-20-mln-loan-to-turkish-run-port-of-bar-in-montenegro-127958,NEWS EBRD - All streams,transport,transport,transport
b147f03d,2018-02-27,EBRD providing 20 mln euro loan to Montenegro's Port of Adria,http://www.hellenicshippingnews.com/ebrd-providing-20-mln-euro-loan-to-montenegros-port-of-adria/,NEWS EBRD - All streams,transport,transport,transport
9e3e8365,2018-01-23,India-Myanmar-Thailand Trilateral Highway by 2019: Nitin Gadkari,http://www.livemint.com/Politics/hdV9E00I5CwSrKmSheAu6M/IndiaMyanmarThailand-Trilateral-Highway-by-2019-Nitin-Gad.html,NEWS ADB - All Streams,transport,transport,transport
fe10bb5b,2018-01-29,"ADB, Green Climate Fund, Australia Help Upgrade, Climate-Proof Port in Nauru",http://www.finchannel.com/business/71078-adb-green-climate-fund-australia-help-upgrade-climate-proof-port-in-nauru,NEWS ADB - All Streams,"transport, Industry and Trade","transport, industry and trade",transport
4c02b343,2018-02-12,ADB provides USD 100 million loan assistance to Nepal,http://kathmandupost.ekantipur.com/news/2018-02-12/adb-provides-usd-100-million-loan-assistance-to-nepal.html,NEWS ADB - All Streams,0,MISC,MISC
f470e5fd,2018-01-29,"ADB, Nepal government funded mountain project bears no fruit",https://thehimalayantimes.com/nepal/asian-development-bank-nepal-government-funded-mountain-project-bears-no-fruit/,NEWS ADB - All Streams,0,MISC,MISC
c645ddb5,2018-05-05,AfDB approves $1.5 million for Jigawa power project,https://www.today.ng/news/nigeria/111381/afdb-approves-1-5-jigawa-power-project,NEWS AFDB- All Streams,Energy,energy,energy
d25f8fc1,2018-06-06,ADB Supports Over $1 Billion in Clean Energy Investments in the Pacific Until 2021 â€” Report,http://feedproxy.google.com/~r/adb_news/~3/_MztR3IF3K4/adb-supports-over-1-billion-clean-energy-investments-pacific-until-2021-report,NEWS ADB - All Streams,Energy,energy,energy
ae043206,2018-03-20,$260m accord inked with ADB to improve power transmission network,https://nation.com.pk/21-Mar-2018/260m-accord-inked-with-adb-to-improve-power-transmission-network,NEWS ADB - All Streams,Energy,energy,energy
d609d5a7,2018-03-20,$260m accord inked with ADB to improve power transmission network,https://nation.com.pk/21-Mar-2018/260m-accord-inked-with-adb-to-improve-power-transmission-network,NEWS ADB - All Streams,Energy,energy,energy
896de8db,2018-01-12,'Inefficient' PTI govt fails to launch 260 mini hydropower stations,https://www.thenews.com.pk/print/267722-inefficient-pti-govt-fails-to-launch-260-mini-hydropower-stations,NEWS ADB - All Streams,Hydropower,hydropower,hydropower
5ff8164d,2018-06-06,ADB to help generating 5204MW hydro power in KPK by 2026,https://dnd.com.pk/adb-to-help-generating-5204mw-hydro-power-in-kpk-by-2026/143018,NEWS ADB - All Streams,Hydropower,hydropower,hydropower
a5b2668c,2018-01-21,Dam to be built at Mehmood Booti for storing water,https://pakobserver.net/dam-built-mehmood-booti-storing-water/,NEWS ADB - All Streams,Hydropower,hydropower,hydropower
4e07fb1b,2018-06-04,South Asia's first underground bus station to be constructed at Numaish,https://tribune.com.pk/story/1726904/1-south-asias-first-underground-bus-station-constructed-numaish/,NEWS ADB - All Streams,Transport,transport,transport
cbc769fe,2018-02-19,ADB assures commercial co-financing for Pak Railways' projects,https://pakobserver.net/adb-assures-commercial-co-financing-pak-railways-projects/,NEWS ADB - All Streams,transport,transport,transport
8e32995e,2018-03-18,Land kept 'for sewage treatment' in 1989 allotted for other purposes,https://dailytimes.com.pk/216751/land-kept-for-sewage-treatment-in-1989-allotted-for-other-purposes/,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
7a8b85c4,2018-02-18,ADB-funded project to improve Balochistan's water situation,https://www.dawn.com/news/1390295/adb-funded-project-to-improve-balochistans-water-situation,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
206f4687,2018-01-12,ADB to help Punjab govt clean Ravi River: report,https://www.pakistantoday.com.pk/2018/01/12/adb-to-help-punjab-govt-clean-ravi-river-report/,NEWS ADB - All Streams,Water and Sanitation,water and sanitation,water and sanitation
c1cb3022,2018-02-18,ADB-funded project to improve Balochistan's water situation,https://www.dawn.com/news/1390295,NEWS ADB - All Streams,"Water and Sanitation, Climate","water and sanitation, climate",water and sanitation
b9579c72,2018-05-31,ADB $195 Million Loans to Support PNG's Efforts Towards Achieving Universal Health Coverage,http://feedproxy.google.com/~r/adb_news/~3/EVgVecM_0ZI/adb-195-million-loans-support-pngs-efforts-towards-achieving-universal-health-coverage,NEWS ADB - All Streams,Education and Health,education and health,education and health
f489c346,2018-06-01,ADB grants 195 mln dollars loan to support Papua New Guinea's health program,http://www.xinhuanet.com/english/2018-06/01/c_137222859.htm,NEWS ADB - All Streams,Education and Health,education and health,education and health
d3fe7106,2018-06-04,ADB gives healthcare in Papua New Guinea a shot in the arm,http://www.publicfinanceinternational.org/news/2018/06/adb-gives-healthcare-papua-new-guinea-shot-arm,NEWS ADB - All Streams,Education and Health,education and health,education and health
7de320f7,2018-06-07,ADB hopes loan will restore public confidence in PNG health,http://www.radionz.co.nz/international/pacific-news/359105/adb-hopes-loan-will-restore-public-confidence-in-png-health,NEWS ADB - All Streams,Education and Health,education and health,education and health
19eddda3,2018-04-04,ADB grants funds to PNG for quake recovery,https://www.radionz.co.nz/international/pacific-news/354196/adb-grants-funds-to-png-for-quake-recovery,NEWS ADB - All Streams,Humanitarian Response,humanitarian response,humanitarian response
fb894e7e,2018-01-29,PNOC taps ADB to study LNG project proposals,https://business.mb.com.ph/?p=33439,NEWS ADB - All Streams,Energy,energy,energy
db04af38,2018-01-30,ADB to Advise on Philippines' First LNG Hub Project,https://moderndiplomacy.eu/2018/01/30/adb-advise-philippines-first-lng-hub-project/,NEWS ADB - All Streams,Energy,energy,energy
bbcf066a,2018-01-30,ADB to Advise on Philippines' First LNG Hub Project,https://moderndiplomacy.eu/2018/01/30/adb-advise-philippines-first-lng-hub-project/,NEWS ADB - All Streams,Energy,energy,energy
9220f5f,2018-01-29,ADB to Advise on Philippines' First LNG Hub Project,http://feedproxy.google.com/~r/adb_news/~3/RXJ-2unNSkM/adb-advise-philippines-first-lng-hub-project,NEWS ADB - All Streams,Energy,energy,energy
c6164507,2018-01-10,ICT Investment Trends in the Philippines: Technology and business initiatives push ICT investments strategy,http://www.satprnews.com/2018/01/11/ict-investment-trends-in-the-philippines-technology-and-business-initiatives-push-ict-investments-strategy/,NEWS ADB - All Streams,Communications,communications,communications
7994f4ab,2018-02-12,"ADB Helps Philippines Bring in High-Technology Support for 'Build, Build, Build' Projects",http://feedproxy.google.com/~r/adb_news/~3/g5yj473Ju7U/adb-helps-philippines-bring-high-technology-support-build-build-build-projects,NEWS ADB - All Streams,Communications,communications,communications
ff1acf6a,2018-02-14,"ADB Helps Philippines Bring in High-Technology Support for 'Build, Build, Build' Projects",http://moderndiplomacy.eu/2018/02/14/adb-helps-philippines-bring-high-technology-support-build-build-build-projects/,NEWS ADB - All Streams,Communications,communications,communications
71f0a12f,2018-02-19,Arup to help Philippines build $11bn worth of infrastructure,http://www.globalconstructionreview.com/news/arup-help-philippines-build-11bn-worth-infrastruct/,NEWS ADB - All Streams,Infrastructure,infrastructure,infrastructure
538e26c7,2018-03-31,"Philippines, Asian Development Bank put up $164-million funding for infrastructure studies",https://www.philstar.com/business/2018/04/01/1801589/philippines-asian-development-bank-put-164-million-funding-infrastructure-studies,NEWS ADB - All Streams,Infrastructure,infrastructure,infrastructure
e9d3e221,2018-01-12,EBRD to support Romania's further efforts to consolidate water sector,https://seenews.com/news/ebrd-to-support-romanias-further-efforts-to-consolidate-water-sector-597496,NEWS EBRD - All streams,Water and Sanitation,water and sanitation,water and sanitation
55160d43,2018-03-21,AfDB agrees $93.1m financing for Rwandan road improvement project,https://www.txfnews.com/Tracker/Details/af093c36-26b3-4a1f-be2b-2a26f39b0bb8/AfDB-agrees-93-1m-financing-for-Rwandan-road-improvement-project,NEWS AFDB- All Streams,"Infrastructure, transport","infrastructure, transport",infrastructure
d708e164,2018-03-16,EBRD announces â‚¬150k funding for green solutions in Serbia,http://www.energylivenews.com/2018/03/16/ebrd-announces-e150k-funding-for-green-solutions-in-serbia/,NEWS EBRD - All streams,0,MISC,MISC
c4fb05b4,2018-06-01,Africa: Italy Commits $1.2 Million to the Somalia Infrastructure Fund,http://allafrica.com/stories/201806010559.html,NEWS AFDB- All Streams,Finance,finance,finance
c43d906a,2018-01-16,ADB aid for Sri Lanka power system reliability study,http://www.economynext.com/ADB_aid_for_Sri_Lanka_power_system_reliability_study-3-9584-8.html,NEWS ADB - All Streams,Energy,energy,energy
