article_id,published,title,HyperLink,url,feed_label,Sectors,Bank1,Bank2,Country1,Country2,Projects(EWSProjectID),EWS Project Name,EWS hyperlink
1e153953,3/10/18,"IREDA, EIB ink 150mn-euro loan agreement for renewable energy",https://www.indiatoday.in/pti-feed/story/ireda-eib-ink-150mn-euro-loan-agreement-for-renewable-energy-1186755-2018-03-10,https://www.indiatoday.in/pti-feed/story/ireda-eib-ink-150mn-euro-loan-agreement-for-renewable-energy-1186755-2018-03-10,NEWS EIB - All streams,Energy,EIB,,India,,EIB-20170105,IREDA-RENEWABLE ENERGY AND ENERGY EFFICIENCY FL2,https://ewsdata.rightsindevelopment.org/projects/20170105-ireda-renewable-energy-and-energy-efficiency-fl2/
ffa5d538,4/20/18,EIB funding in Fingal is a 'game-changer',https://www.independent.ie/regionals/fingalindependent/news/eib-funding-in-fingal-is-a-gamechanger-36811673.html,https://www.independent.ie/regionals/fingalindependent/news/eib-funding-in-fingal-is-a-gamechanger-36811673.html,NEWS EIB - All streams,"Infrastructure, Trade and Industry",EIB,,Ireland,,EIB-20170545,FINGAL COUNTY COUNCIL INVESTMENT PROGRAMME (EIB-20170545),https://www.independent.ie/regionals/fingalindependent/news/eib-funding-in-fingal-is-a-gamechanger-36811673.html
62e12c0d,3/30/18,Valmet signs Euro 45 million loan agreement with European Investment Bank,https://www.lesprom.com/en/news/Valmet_signs_Euro_45_million_loan_agreement_with_European_Investment_Bank_82586/,https://www.lesprom.com/en/news/Valmet_signs_Euro_45_million_loan_agreement_with_European_Investment_Bank_82586/,NEWS EIB - All streams,"Energy, Finance, Industry and Trade
",EIB,,Finland,,EIB-20170819,VALMET - AUTOMATION RDI (EIB-20170819),https://ewsdata.rightsindevelopment.org/projects/20170819-valmet-automation-rdi/
bb0c7835,1/8/18,AfDB okays energy loans fund,http://www.daily-mail.co.zm/afdb-okays-energy-loans-fund/,http://www.daily-mail.co.zm/afdb-okays-energy-loans-fund/,NEWS AFDB- All Streams,"Finance, Energy",AFBD,,Zambia,,Energy Inclusion Off-Grid Energy Access Fund (FEI OGEF),,
9206496f,1/19/18,EBRD Lends Figeac AÃ©ro â‚¬38 Mln for Expansion in Morocco & Tunisia,http://northafricapost.com/21802-ebrd-lends-figeac-aero-e38-mln-expansion-morocco-tunisia.html,http://northafricapost.com/21802-ebrd-lends-figeac-aero-e38-mln-expansion-morocco-tunisia.html,NEWS EBRD - All streams,Trade and Industry,EBRD,,"Morocco, Tunisia",,Figeac Aero Regional,Figeac Aero Regional,https://ewsdata.rightsindevelopment.org/projects/48424-figeac-aero-regional/
4827d3f,3/6/18,AfDB obtains $52.5m Green Climate Fund for Zambia Renewable Energy,http://worldstagegroup.com/index.php?active=news&newscid=43413&catid=26,http://worldstagegroup.com/index.php?active=news&newscid=43413&catid=26,NEWS AFDB- All Streams,Energy,AFBD,GCF,Gambia,,"GCF-FP080, WB-P160383","Zambia Renewable Energy Investment Framework (GCF-FP080); Zambia Scaling Renewable Energy Program Investment Plan (WB-P160383)
",https://ewsdata.rightsindevelopment.org/projects/fp080-zambia-renewable-energy-investment-framework/; https://ewsdata.rightsindevelopment.org/projects/p160383-zambia-scaling-renewable-energy-program-investment/
a5af59f,6/6/18,AfDB promotes better access to mortgage finance in Ghana,https://www.worldstagegroup.com/afdb-promotes-better-access-to-mortgage-finance-in-ghana/,https://www.worldstagegroup.com/afdb-promotes-better-access-to-mortgage-finance-in-ghana/,NEWS AFDB- All Streams,Finance,AFBD,,Ghana,,GHL Bank PLC,,
2513267f,1/13/18,PPP Center sets pre-bid conference for Baggao Water LGU project,http://beta.philstar.com/business/2018/01/14/1777442/ppp-center-sets-pre-bid-conference-baggao-water-lgu-project,http://beta.philstar.com/business/2018/01/14/1777442/ppp-center-sets-pre-bid-conference-baggao-water-lgu-project,NEWS ADB - All Streams,Water and Sanitation,ABD,,Philippines,,Hydro?,,
96b5109d,4/27/18,IDB approves another loan for Quito metro,https://www.bnamericas.com/en/news/infrastructure/idb-approves-another-loan-for-quito-metro,https://www.bnamericas.com/en/news/infrastructure/idb-approves-another-loan-for-quito-metro,NEWS IDB - All Streams,Transport,IDB,,Ecuador,,IADB-EC-L1111,Quito Metropolitan Urban Transport System,https://ewsdata.rightsindevelopment.org/projects/ec-l1111-quito-metropolitan-urban-transport-system/
9bbee377,4/28/18,IDB approves USD 250 mln loan to help build a metro line in Quito,https://www.devdiscourse.com/Article/5428-idb-approves-usd-250-mln-loan-to-help-build-a-metro-line-in-quito/Latin%20America%20and%20Caribbean,https://www.devdiscourse.com/Article/5428-idb-approves-usd-250-mln-loan-to-help-build-a-metro-line-in-quito/Latin%20America%20and%20Caribbean,NEWS IDB - All Streams,Transport,IDB,,Ecuador,,IADB-EC-L1111,Quito Metropolitan Urban Transport System,https://ewsdata.rightsindevelopment.org/projects/ec-l1111-quito-metropolitan-urban-transport-system/
73334df7,4/23/18,"IDB Invest, IFC finance Achiras wind farm in Argentina",https://www.txfnews.com/Tracker/Details/ef312f80-bad7-4bec-90f3-eec29a2e536a/IDB-Invest-IFC-finance-Achiras-wind-farm-in-Argentina,https://www.txfnews.com/Tracker/Details/ef312f80-bad7-4bec-90f3-eec29a2e536a/IDB-Invest-IFC-finance-Achiras-wind-farm-in-Argentina,NEWS IDB - All Streams,Energy,IDB / IDB Invest,,Argentina,,IIC-12063-02,Achiras Wind Power Project (IIC-12063-02),https://ewsdata.rightsindevelopment.org/projects/12063-02-achiras-wind-power-project/
2d23370d,5/17/18,IDB invests USD 5 mn in MONI Online in its first operation with Fintech company,https://www.devdiscourse.com/Article/7943-idb-invests-usd-5-mn-in-moni-online-in-its-first-operation-with-fintech-company,https://www.devdiscourse.com/Article/7943-idb-invests-usd-5-mn-in-moni-online-in-its-first-operation-with-fintech-company,NEWS IDB - All Streams,Finance,IDB,,Argentina,,IIC-12116-01,Moni Online S.A.,https://ewsdata.rightsindevelopment.org/projects/12116-01-moni-online-sa/
9e628fd3,2/14/18,Nigeria: AfDB Signs $700 Million Development Loan Agreement With Japan,http://allafrica.com/stories/201802140029.html,http://allafrica.com/stories/201802140029.html,NEWS AFDB- All Streams,Finance,AFBD,JICA,,,JICA to AfDB,,
3d4066f7,5/10/18,AfDB Grants $1.5 million for Jigawa IPP,http://africaoilandpower.com/2018/05/10/afdb-grants-1-5-million-for-jigawa-ipp/,http://africaoilandpower.com/2018/05/10/afdb-grants-1-5-million-for-jigawa-ipp/,NEWS AFDB- All Streams,Energy,AFBD,,Nigeria,,Jigawa 1-GW Independent Power Producer (IPP) Solar Procurement Program,,https://www.afdb.org/en/news-and-events/african-development-bank-approves-us-1-5-million-for-jigawa-on-grid-ipp-solar-power-procurement-program-18099/
52034fa,5/23/18,AfDB and Korea launch the Korea-Africa energy investment facility,https://www.biznisafrica.com/afdb-and-korea-launch-the-korea-africa-energy-investment-facility/,https://www.biznisafrica.com/afdb-and-korea-launch-the-korea-africa-energy-investment-facility/,NEWS AFDB- All Streams,"Energy, Finance",AFBD,,Africa,,Korea–Africa Energy Investment Facility (KEIF),,
69adbb37,5/23/18,"AfDB, Korea agree to partner on Korea-Africa Energy Investment Facility",http://www.engineeringnews.co.za/article/afdb-korea-agree-to-partner-on-korea-africa-energy-investment-facility-2018-05-23,http://www.engineeringnews.co.za/article/afdb-korea-agree-to-partner-on-korea-africa-energy-investment-facility-2018-05-23,NEWS AFDB- All Streams,"Finance, Energy",AFBD,,Africa,,Korea–Africa Energy Investment Facility (KEIF),,
c10f5087,3/22/18,"EBRD PROVIDES EUR 1.15 BLN TO SUPPORT SMES IN UKRAINE, GEORGIA, MOLDOVA",https://open4business.com.ua/ebrd-provides-eur-1-15-bln-support-smes-ukraine-georgia-moldova/,https://open4business.com.ua/ebrd-provides-eur-1-15-bln-support-smes-ukraine-georgia-moldova/,NEWS EBRD - All streams,Finance,EBRD,,"Georgia, Ukraine",,Moldova,,
d6eab073,2/9/18,EBRD provides â‚¬6 million loan to PeopleCert,http://www.finchannel.com/business/banksandservices/71466-ebrd-provides-6-million-loan-to-peoplecert,http://www.finchannel.com/business/banksandservices/71466-ebrd-provides-6-million-loan-to-peoplecert,NEWS EBRD - All streams,Finance,EBRD,,Greece,,No project disclosed?,https://www.ebrd.com/news/2018/ebrd-provides-6-million-loan-to-peoplecert.html,
af4b8026,4/1/18,"Wema Bank secures $35m AfDB, ICD funds for SMEs",http://thenationonlineng.net/wema-bank-secures-35m-afdb-icd-funds-smes/,http://thenationonlineng.net/wema-bank-secures-35m-afdb-icd-funds-smes/,NEWS AFDB- All Streams,Finance,AFBD,,Nigeria,,Not found. For WEMA Bank,Not found. For WEMA Bank,
c518c447,3/22/18,AfDB grants Ghana $39 million to improve agricultural output in Savannah zone,https://www.ecofinagency.com/agriculture/2203-38231-afdb-grants-ghana-39-million-to-improve-agricultural-output-in-savannah-zone,https://www.ecofinagency.com/agriculture/2203-38231-afdb-grants-ghana-39-million-to-improve-agricultural-output-in-savannah-zone,NEWS AFDB- All Streams,Trade,AFBD,,Ghana,,P-GH-AAZ-001,Savannah Zone Agricultural Productivity Improvement Project (SAZAPIP),
2cd7aac4,2/12/18,ADB provides USD 100 million loan assistance to Nepal,http://kathmandupost.ekantipur.com/news/2018-02-12/adb-provides-usd-100-million-loan-assistance-to-nepal.html,http://kathmandupost.ekantipur.com/news/2018-02-12/adb-provides-usd-100-million-loan-assistance-to-nepal.html,NEWS ADB - All Streams,Infrastructure,ADB,,Nepal,,Rural Connectivity Improvement Project,Rural Connectivity Improvement Project,
bfbc4f3c,3/21/18,Rwanda Innovation Fund project to receive US $30-million loan from African Development Bank,http://www.businessghana.com/site/news/business/161626/Rwanda-Innovation-Fund-project-to-receive-US-$30-million-loan-from-African-Development-Bank,http://www.businessghana.com/site/news/business/161626/Rwanda-Innovation-Fund-project-to-receive-US-$30-million-loan-from-African-Development-Bank,NEWS AFDB- All Streams,Finance,AFBD,,Rwanda,,Rwanda Innovation Fund: https://www.afdb.org/en/documents/document/rwanda-rwanda-innovation-fund-100917/,,
5c3867d7,2/27/18,IDB provides US$248m for key gov't initiatives,http://www.jamaicaobserver.com/latestnews/IDB_provides_US$248m_for_key_gov%26%238217;t_initiatives?profile=1228,http://www.jamaicaobserver.com/latestnews/IDB_provides_US$248m_for_key_gov%26%238217;t_initiatives?profile=1228,NEWS IDB - All Streams,"Infrastructure, Communications, Trade and Industry",IDB,,Jamaica,,S$160 million has been earmarked for the Public Sector Transformation Project; US$68 million for the National Identification System (NIDS); and US$20 million to further boost national security technology inputs.,,
2202c96b,4/12/18,AfDB sets $200m to aid farmers 600000 African farmers,https://www.premiumtimesng.com/foreign/africa/264829-afdb-sets-200m-to-aid-farmers-600000-african-farmers.html,https://www.premiumtimesng.com/foreign/africa/264829-afdb-sets-200m-to-aid-farmers-600000-african-farmers.html,NEWS AFDB- All Streams,Finance,AFBD,,17 African countries,,Soft Commodity Finance Facility agreement with the Export Trading Group.,,
6c72ae9a,2/12/18,/ ADB pledges USD 100 million to upgrade rural roads in Nepal,https://www.indiatoday.in/pti-feed/story/adb-pledges-usd-100-million-to-upgrade-rural-roads-in-nepal-1167873-2018-02-12,https://www.indiatoday.in/pti-feed/story/adb-pledges-usd-100-million-to-upgrade-rural-roads-in-nepal-1167873-2018-02-12,NEWS ADB - All Streams,"Infrastructure, Transportation",ADB,,Nepal,,The Rural Connectivity Improvement Project,,
7539d05f,5/14/18,Citi Inks $100 Million Trade Finance Deal With Asian Development Bank,https://www.pymnts.com/news/b2b-payments/2018/citi-adb-trade-finance/,https://www.pymnts.com/news/b2b-payments/2018/citi-adb-trade-finance/,NEWS ADB - All Streams,Finance,ADB,,Asia-Pacific,,The Trade Finance Program with Citi. Not found.,The Trade Finance Program with Citi. Not found.,
c5346537,3/16/18,"ADB, India Sign $120 Million Loan to Improve Rail Infrastructure",https://www.finchannel.com/business/72240-adb-india-sign-120-million-loan-to-improve-rail-infrastructure,https://www.finchannel.com/business/72240-adb-india-sign-120-million-loan-to-improve-rail-infrastructure,NEWS ADB - All Streams,Transport,ADB,,India,,"Tranche 2 in EWS, missing Tranche 3?: https://www.adb.org/projects/36330-043/main#project-overview",Railway Sector Investment Program - Tranche 3,https://ewsdata.rightsindevelopment.org/projects/36330-033-railway-sector-investment-program-tranche-2/
ae07d672,2/14/18,World Bank inks $510m Iraq infrastructure project deal,http://www.gdnonline.com/Details/317754/World-Bank-inks-$510m-Iraq-infrastructure-project-deal,http://www.gdnonline.com/Details/317754/World-Bank-inks-$510m-Iraq-infrastructure-project-deal,NEWS WB- All Streams,Infrastructure,WB,,Iraq,,Two projects unnamed,Two projects unnamed,
8c34b030,2/16/18,World Bank approves $486m to improve Nigeria's electricity transmission network,http://www.power-technology.com/news/world-bank-approves-486m-improve-nigerias-electricity-transmission-network/,http://www.power-technology.com/news/world-bank-approves-486m-improve-nigerias-electricity-transmission-network/,NEWS WB- All Streams,Energy,WB,,Nigeria,,WB-P146330,NG-Electricity Transmission Project (WB-P146330),https://ewsdata.rightsindevelopment.org/projects/p146330-ng-electricity-transmission-project/
44e02446,2/3/18,Inland Waterways Authority Of India Signs Project Agreement With The World Bank For Jal Marg Vikas Project on Ganga,http://www.businessworld.in/article/Inland-Waterways-Authority-Of-India-Signs-Project-Agreement-With-The-World-Bank-For-Jal-Marg-Vikas-Project-on-Ganga-/03-02-2018-139435,http://www.businessworld.in/article/Inland-Waterways-Authority-Of-India-Signs-Project-Agreement-With-The-World-Bank-For-Jal-Marg-Vikas-Project-on-Ganga-/03-02-2018-139435,NEWS WB- All Streams,Water and Sanitation,WB,,India,,WB-P148775,Capacity Augmentation of the National Waterway - 1(JAL MARG VIKAS) Project (WB-P148775),https://ewsdata.rightsindevelopment.org/projects/p148775-national-waterways-development-project/
53a3a3ab,4/25/18,$125-mn loan agreement inked with World Bank for nurturing innovation,https://www.thehindubusinessline.com/economy/125-mn-loan-agreement-inked-with-world-bank-for-nurturing-innovation/article23667782.ece,https://www.thehindubusinessline.com/economy/125-mn-loan-agreement-inked-with-world-bank-for-nurturing-innovation/article23667782.ece,NEWS WB- All Streams,Industry and Trade,WB,,India,,WB-P156241,Innovate in India for Inclusiveness (WB-P156241),https://ewsdata.rightsindevelopment.org/projects/p156241-innovate-in-india-for-inclusiveness/
e982195d,4/7/18,World Bank to fund $ 420 mn for climate resilient farming in Maharashtra,https://www.ruralmarketing.in/industry/policy/world-bank-to-fund-420-mn-for-climate-resilient-farming-in-maharashtra,https://www.ruralmarketing.in/industry/policy/world-bank-to-fund-420-mn-for-climate-resilient-farming-in-maharashtra,NEWS WB- All Streams,Agriculture and Forestry,WB,,India,,WB-P160408,Maharashtra Project on Climate Resilient Agriculture (WB-P160408),https://ewsdata.rightsindevelopment.org/projects/p146330-ng-electricity-transmission-project/
5a307c9e,3/31/18,Burkina Faso: World Bank Approves $50 Million to Boost Private Investment and Job Creation,https://moderndiplomacy.eu/2018/03/31/burkina-faso-world-bank-approves-50-million-to-boost-private-investment-and-job-creation/,https://moderndiplomacy.eu/2018/03/31/burkina-faso-world-bank-approves-50-million-to-boost-private-investment-and-job-creation/,NEWS WB- All Streams,Finance,WB,,Burkina Faso,,WB-P161234,Burkina Faso - Bagre Growth Pole Project Additional Financing,https://ewsdata.rightsindevelopment.org/projects/p161234-burkina-faso-bagre-growth-pole-project-additiona/
21044d5f,4/30/18,World Bank approves $180 mln loan guarantee for Kenya's energy sector,https://www.reuters.com/article/kenya-worldbank-energy/world-bank-approves-180-mln-loan-guarantee-for-kenyas-energy-sector-idUSL8N1S7375,https://www.reuters.com/article/kenya-worldbank-energy/world-bank-approves-180-mln-loan-guarantee-for-kenyas-energy-sector-idUSL8N1S7375,NEWS WB- All Streams,"Finance, Energy",WB,,Kenya,,WB-P162422,KenGen Guarantee Program (WB-P162422),https://ewsdata.rightsindevelopment.org/projects/p146330-ng-electricity-transmission-project/
340d79e8,2/12/18,Government secures $40m from World Bank to support free SHS,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Government-secures-40m-from-World-Bank-to-support-free-SHS-625783,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Government-secures-40m-from-World-Bank-to-support-free-SHS-625783,NEWS WB- All Streams,Education and Health,WB,,Ghana,,WB-P163628,Secondary Education Improvement Project Additional Financing (WB-P163628),https://ewsdata.rightsindevelopment.org/projects/p163628-secondary-education-improvement-project-additional/
